Title,Molecule,Target,pIC50
CHEMBL201576,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3ccc4c(c3)OCO4,B-raf,5.42
CHEMBL370112,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3ccc4c(c3)OCCO4,B-raf,4.47
CHEMBL381275,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3nc(cs3)C(C)(C)C,B-raf,4.7
CHEMBL199948,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cc(nc(c3)Cl)Cl,B-raf,6.02
CHEMBL199811,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)C(=O)OC4,B-raf,6.22
CHEMBL200075,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,4.43
CHEMBL373242,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)OC(C(O4)(F)F)(F)F,B-raf,4.41
CHEMBL199281,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)OCCCO4,B-raf,5.415
CHEMBL199833,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)OCCO4,B-raf,5.395
CHEMBL371958,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc4c(c3)OCO4,B-raf,6.25
CHEMBL383374,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(cc3)N4CCOCC4,B-raf,5.32
CHEMBL200080,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4,B-raf,5.07
CHEMBL198244,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cccc(c3)c4cnco4,B-raf,5.225
CHEMBL378600,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(cc3)OC(F)(F)F,B-raf,4.68
CHEMBL199394,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cccc(c3)O,B-raf,4.85
CHEMBL201322,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cccc(c3)Cl,B-raf,5.455
CHEMBL201272,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(cc3OC)OC,B-raf,4.87
CHEMBL203093,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(c(c3)OC)OC,B-raf,5.54
CHEMBL425577,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cc(cc(c3)OC)OC,B-raf,5.545
CHEMBL199798,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccc(cc3)OC,B-raf,4.59
CHEMBL199355,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cccc(c3)OCCN,B-raf,5.35
CHEMBL373006,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3cccc(c3)OC,B-raf,5.36
CHEMBL201023,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccccc3OC,B-raf,4.13
CHEMBL425576,CC(=O)Nc1cccc(c1)c2cncc(n2)Nc3ccccc3,B-raf,5.01
CHEMBL199892,CC(=O)Nc1cccc(c1)c2cncc(n2)NCc3cc(c(c(c3)OC)OC)OC,B-raf,4.43
CHEMBL200130,CC(=O)Nc1cccc(c1)c2cncc(n2)NCCCc3ccccc3,B-raf,4.48
CHEMBL199805,CC(=O)Nc1cccc(c1)c2cncc(n2)NN(C)c3ccccc3,B-raf,4.31
CHEMBL248051,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C(=O)N,B-raf,7.47
CHEMBL247250,CNC(=O)Nc1ccc(cn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.16
CHEMBL247798,CCNC(=O)Nc1ccc(cn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.91
CHEMBL247797,CNC(=O)Nc1ccc(cn1)CNc2c(cnn2C)C(=O)Nc3ccc(cc3)SC(F)(F)F,B-raf,6.81
CHEMBL247619,CNC(=O)Nc1ccc(cn1)CNc2c(cnn2C)C(=O)Nc3ccc4c(c3)OC(C(O4)(F)F)(F)F,B-raf,6.72
CHEMBL247618,CNC(=O)c1cc(ccn1)CNc2ccsc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.22
CHEMBL247435,CNC(=O)c1cc(ccn1)CNc2c(cnn2C)C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.7
CHEMBL392600,c1cc2c(cc1NC(=O)c3c(scn3)NCc4ccncc4)OC(C(O2)(F)F)(F)F,B-raf,5.59
CHEMBL247434,CNC(=O)c1cc(ccn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(C(O4)(F)F)(F)F,B-raf,6.72
CHEMBL247248,CNC(=O)c1cc(ccn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,5.91
CHEMBL395705,c1ccc(cc1)CNC(=O)Nc2cc(ccn2)CNc3ccccc3C(=O)Nc4ccc5c(c4)OC(O5)(F)F,B-raf,6.64
CHEMBL399571,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NC(=O)Nc5ccc6c(c5)CCC6,B-raf,7.19
CHEMBL397345,c1ccc(cc1)NC(=O)Nc2cc(ccn2)CNc3ccccc3C(=O)Nc4ccc5c(c4)OC(O5)(F)F,B-raf,7.41
CHEMBL247793,CCNC(=O)Nc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.05
CHEMBL394503,CNC(=O)Nc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.62
CHEMBL247792,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NCCc5cnc[nH]5,B-raf,6.84
CHEMBL247424,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NCCCn5ccnc5,B-raf,7.0
CHEMBL247423,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NCCOCCO,B-raf,6.78
CHEMBL395700,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NCCCO,B-raf,6.85
CHEMBL247591,COCCCNc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.81
CHEMBL398052,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)NCCO,B-raf,6.95
CHEMBL248860,COCCNc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.98
CHEMBL399534,CNc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.0
CHEMBL400109,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)N,B-raf,6.38
CHEMBL400057,CN(C)c1nccc(n1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.46
CHEMBL246424,CNc1nccc(n1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.59
CHEMBL246423,CS(=O)(=O)Nc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.23
CHEMBL400308,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C5=NCCN5,B-raf,6.82
CHEMBL248258,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C(=S)N,B-raf,7.0
CHEMBL248257,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C#N,B-raf,6.96
CHEMBL248256,CC(=O)Nc1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,8.3
CHEMBL246608,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C(=O)NCCO,B-raf,6.4
CHEMBL247030,COCCCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,5.99
CHEMBL245805,COCCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.3
CHEMBL245804,CS(=O)(=O)CCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.66
CHEMBL248398,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C(=O)NC5CC5,B-raf,6.72
CHEMBL398872,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(O3)(F)F)NCc4ccnc(c4)C(=O)NCCCN5CCOCC5,B-raf,5.17
CHEMBL248397,CCN(CC)CCCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.76
CHEMBL248227,CCN(CC)CCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.86
CHEMBL248226,CCNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,6.48
CHEMBL247437,CNC(=O)c1cc(ccn1)CNc2ccccc2C(=O)Nc3ccc4c(c3)OC(O4)(F)F,B-raf,7.35
CHEMBL391781,c1ccc(c(c1)C(=O)Nc2ccc3c(c2)OC(C(O3)(F)F)(F)F)NCc4ccncc4,B-raf,7.4
CHEMBL410295,Cc1cccc(c1n2c(=O)c3cnc(nc3n4c2nc5c4cccc5)Nc6ccc(cc6)N7CCN(CC7)C)C,B-raf,6.27
CHEMBL401710,c1cc(c(cc1Cl)c2c([nH]c(n2)C3CC3)c4ccnc(n4)NCCN5CCNC5=O)Cl,B-raf,8.0
CHEMBL402029,CNc1nccc(n1)c2c(nc([nH]2)C3CC3)c4cccc(c4)NS(=O)(=O)Cc5ccc(c(c5)Cl)Cl,B-raf,6.33
CHEMBL402424,c1cc(cc(c1)NS(=O)(=O)Cc2ccc(c(c2)Cl)Cl)c3c([nH]c(n3)C4CC4)c5ccnc(n5)Nc6cccc(c6)C(=O)N,B-raf,6.05
CHEMBL429498,c1cc(cc(c1)NC(=O)Cc2ccc(cc2)Cl)c3c([nH]c(n3)C4CC4)c5ccnc(n5)NCCN6CCNC6=O,B-raf,8.16
CHEMBL403854,CNc1nccc(n1)c2c(nc([nH]2)C3CC3)c4cccc(c4)NC(=O)Cc5ccc(cc5)Cl,B-raf,8.05
CHEMBL254966,c1cc(cc(c1)NC(=O)Cc2ccc(cc2)Cl)c3c([nH]c(n3)C4CC4)c5ccnc(n5)Nc6cccc(c6)C(=O)N,B-raf,8.4
CHEMBL140167,c1cc(ccc1c2c3c(c([nH]2)c4ccc(cc4)F)C5CCC3CC5)F,COX-1,7.52
CHEMBL43511,c1cc(n(c1)c2ccc(cc2)S(=O)(=O)N)c3ccc(cc3)F,COX-1,4.98
CHEMBL1316,CC(c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O,COX-1,4.555
CHEMBL40245,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)Br,COX-1,6.1
CHEMBL43664,CC(=O)c1ccc(cc1)n2c(ccc2c3ccc(cc3)OC)CCC(=O)O,COX-1,5.3
CHEMBL143776,c1cc(ccc1c2c3c(c([nH]2)c4ccc(cc4)F)C5CCC3C5)F,COX-1,9.0
CHEMBL44283,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,5.35
CHEMBL91832,CC1(C(=C(C1=O)c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C,COX-1,6.43
CHEMBL91118,CS(=O)(=O)c1ccc(cc1)C2=C(C(=C)C2)c3ccccc3,COX-1,6.27
CHEMBL92443,CC1(C(=C)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccccc3)C,COX-1,6.92
CHEMBL19286,CC(c1ccc(cc1)CC2CCCC2O)C(=O)O,COX-1,4.81
CHEMBL328003,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)C2)c3ccccc3,COX-1,5.36
CHEMBL420987,CC1(C(=C(C1=O)c2ccccc2)c3ccc(cc3)S(=O)(=O)C)C,COX-1,5.7
CHEMBL122,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,COX-1,4.8133335
CHEMBL42485,CS(=O)(=O)c1ccc(cc1)c2cc(sc2c3ccc(cc3)F)Br,COX-1,6.646
CHEMBL6,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,COX-1,7.066066
CHEMBL92154,CS(=O)(=O)c1ccc(cc1)C2=C(CC3(C2)CC3)c4ccc(cc4)F,COX-1,5.7966666
CHEMBL328521,CC1(C(C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccccc3)O)C,COX-1,4.35
CHEMBL118,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,COX-1,5.1246033
CHEMBL19299,CC(c1ccc(cc1)CC2CCCC2=O)C(=O)O,COX-1,5.19
CHEMBL92485,CC1(C(=C(C1=O)c2ccc(cc2)S(=O)(=O)C)c3ccccc3)C,COX-1,5.7
CHEMBL90988,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)C23CCCC3)c4ccccc4,COX-1,6.3
CHEMBL18264,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccc(c(c3)F)F,COX-1,4.866667
CHEMBL156256,c1ccc(cc1)n2c3c(c(n2)c4ccc(cc4)Cl)CCCC3,COX-1,5.0
CHEMBL155887,COc1ccc(cc1)c2c3c(n(n2)c4ccccc4)CCCCC3,COX-1,5.0
CHEMBL117528,COc1ccc(c(c1)F)c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,6.96
CHEMBL324312,CCOc1ccc(cc1)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,5.66
CHEMBL325894,CS(=O)(=O)c1ccc(cc1)n2cnc(c2c3ccc4c(c3)CCO4)Cl,COX-1,6.96
CHEMBL419407,c1cc(ccc1n2cnc(c2c3cc(cc(c3)Cl)Cl)Cl)S(=O)(=O)N,COX-1,6.22
CHEMBL117650,CS(=O)(=O)c1ccc(cc1)n2cnc(c2c3ccccc3F)Cl,COX-1,4.0
CHEMBL115410,CSc1ccc(cc1)c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,6.05
CHEMBL118962,CCOc1ccncc1c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,4.97
CHEMBL118064,c1ccc(cc1)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,5.29
CHEMBL348390,c1ccc(cc1)c2c3c(n(n2)c4ccccc4)CCCCC3,COX-1,6.92
CHEMBL157616,c1ccc(cc1)n2c3c(c(n2)c4ccc(cc4)Cl)CCC3,COX-1,5.0
CHEMBL433892,c1ccc(cc1)c2c3c(n(n2)c4ccccc4)CCCC3,COX-1,6.31
CHEMBL155658,c1ccc(cc1)n2c3c(c(n2)c4ccc(cc4)Cl)CCCCC3,COX-1,6.0
CHEMBL435381,COc1ccc(cc1F)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,5.6
CHEMBL115979,COc1ccc(cc1Cl)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,5.92
CHEMBL115752,CS(=O)(=O)c1ccc(cc1)n2cnc(c2c3ccc(cc3F)F)Cl,COX-1,4.62
CHEMBL117947,CCOc1ccc(cc1F)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,4.12
CHEMBL350662,CS(=O)(=O)c1ccc(cc1)n2c3c(c(n2)c4ccc(cc4)Cl)CCCCC3,COX-1,5.0
CHEMBL333651,COc1ccc(cc1)c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,5.89
CHEMBL324826,CS(=O)(=O)c1ccc(cc1)n2cnc(c2c3cccc(c3Cl)Cl)Cl,COX-1,5.05
CHEMBL326291,Cc1cc(ccc1Cl)c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,5.4
CHEMBL324048,CN(C)c1ccc(cc1Cl)c2c(ncn2c3ccc(cc3)S(=O)(=O)C)Cl,COX-1,5.72
CHEMBL326270,c1cc(ccc1c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl)F,COX-1,5.51
CHEMBL332251,Cc1ccc(cc1)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,5.57
CHEMBL117917,CCOc1ccc(cc1Cl)c2c(ncn2c3ccc(cc3)S(=O)(=O)N)Cl,COX-1,4.81
CHEMBL151658,CC(CN1c2ccccc2Sc3c1cccc3)O,COX-1,6.0
CHEMBL296447,CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc4c(c3)OCO4)C(F)(F)F,COX-1,5.96
CHEMBL321156,c1cc(sc1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,COX-1,4.26
CHEMBL108978,CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cc4ccccc4cn3)C(F)(F)F,COX-1,4.5
CHEMBL290192,Cc1nc(c(o1)c2ccc(cc2)S(=O)(=O)N)c3ccc(cc3)F,COX-1,5.315
CHEMBL290031,Cc1nc(c(o1)c2ccc(cc2)S(=O)(=O)N)C3CCCCC3,COX-1,4.32
CHEMBL158493,Cc1nc(c(o1)c2ccc(cc2)S(=O)(=O)C)c3ccc(s3)Cl,COX-1,4.9
CHEMBL158509,Cc1nc(c(o1)c2ccc(s2)Cl)c3ccc(cc3)S(=O)(=O)C,COX-1,4.03
CHEMBL350422,Cc1nc(c(o1)c2ccc(cc2)S(=O)(=O)N)c3ccc(s3)Cl,COX-1,6.22
CHEMBL161590,CCc1nc(c(o1)c2ccc(cc2)S(=O)(=O)C)C3CCCCC3,COX-1,4.22
CHEMBL149032,CC(CN1c2ccccc2Sc3c1cccc3)S,COX-1,6.3
CHEMBL108936,Cc1ccc(cn1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,COX-1,4.05
CHEMBL348041,Cc1ccc(s1)c2c(oc(n2)C)c3ccc(cc3)S(=O)(=O)C,COX-1,4.32
CHEMBL110446,CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cc4ccccc4nc3)C(F)(F)F,COX-1,4.09
CHEMBL351914,Cc1nc(c(o1)c2ccc(cc2)S(=O)(=O)C)c3ccc(cc3)F,COX-1,4.38
CHEMBL46712,Cc1cccc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F,COX-1,4.08
CHEMBL108961,Cc1ccnc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,COX-1,4.08
CHEMBL106151,COc1ccc(cn1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F,COX-1,4.31
CHEMBL42561,Cc1ccc(cc1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F,COX-1,4.59
CHEMBL56367,CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],COX-1,5.0027275
CHEMBL17043,CS(=O)(=O)c1ccc(cc1)c2c(nc(s2)c3ccccc3Cl)c4ccc(cc4F)F,COX-1,4.16
CHEMBL75435,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,COX-1,8.535
CHEMBL17047,CS(=O)(=O)c1ccc(cc1)c2c(sc(n2)C(F)(F)F)c3ccc(cc3)F,COX-1,5.97
CHEMBL274587,CC(c1cc(ccc1O)C(=O)c2ccccc2)C(=O)O,COX-1,7.29
CHEMBL74276,CC(c1cc(ccc1OC)C(=O)c2ccccc2)C(=O)O,COX-1,7.38
CHEMBL275601,CCc1nc(c(s1)c2ccc(cc2)S(=O)(=O)C)c3ccc(cc3)F,COX-1,4.72
CHEMBL97059,c1cc(ccc1n2c-3c(c(n2)C(F)(F)F)SCc4c3cc(c(c4)F)F)S(=O)(=O)N,COX-1,5.57
CHEMBL95022,c1cc(ccc1n2c-3c(c(n2)C#N)SCc4c3ccc(c4)F)S(=O)(=O)N,COX-1,6.12
CHEMBL154253,CC1(CC1)Cn2c(=O)c(c(cn2)c3ccc(cc3)S(=O)(=O)C)c4ccc(cc4)F,COX-1,5.52
CHEMBL278505,CC(C)S(=O)(=O)c1c2cc(ccc2c(=O)n(c1O)Cc3ccc(c(c3)F)F)Cl,COX-1,5.87
CHEMBL347842,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2Oc3ccc(cn3)Cl)Cc4ccccc4,COX-1,5.0
CHEMBL155206,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2Sc3ccccc3)Cc4ccccc4,COX-1,5.0
CHEMBL154480,CC1(CC1Cn2c(=O)c(c(cn2)c3ccc(cc3)S(=O)(=O)C)c4ccc(cc4)F)C,COX-1,5.52
CHEMBL329919,c1ccc-2c(c1)CSc3c2n(nc3C(F)(F)F)c4ccc(cc4)S(=O)(=O)N,COX-1,6.4
CHEMBL349564,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2c3ccc(cc3)F)Cc4cccs4,COX-1,6.0
CHEMBL155898,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2OCC3CC3)Cc4ccccc4,COX-1,5.0
CHEMBL275376,CC(C)S(=O)(=O)c1c2ccccc2c(=O)n(c1O)Cc3ccc(c(c3)F)F,COX-1,6.24
CHEMBL157720,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2c3ccc(cc3)F)Cc4nccs4,COX-1,5.0
CHEMBL262744,CC1CC1Cn2c(=O)c(c(cn2)c3ccc(cc3)S(=O)(=O)C)c4ccc(cc4)F,COX-1,5.52
CHEMBL18148,CC(C)S(=O)(=O)c1c2ccccc2c(=O)n(c1O)Cc3ccc(cc3)F,COX-1,6.6
CHEMBL94494,Cc1cc2c(cc1F)-c3c(c(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F)SC2,COX-1,4.96
CHEMBL18020,CC(C)S(=O)(=O)c1c2cc(ccc2c(=O)n(c1O)Cc3ccccc3)Cl,COX-1,5.85
CHEMBL273420,c1ccc2c(c1)-c3c(c(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F)CS2,COX-1,5.01
CHEMBL328009,COc1cc2c(cc1F)-c3c(c(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F)SC2,COX-1,5.56
CHEMBL158310,CC(=CCn1c(=O)c(c(cn1)c2ccc(cc2)S(=O)(=O)C)c3ccc(cc3)F)C,COX-1,5.52
CHEMBL157730,CS(=O)(=O)c1ccc(cc1)c2cnn(c(=O)c2Oc3ccc(cc3)F)Cc4ccccc4,COX-1,6.0
CHEMBL155247,CC(C1CC1)n2c(=O)c(c(cn2)c3ccc(cc3)S(=O)(=O)C)c4ccc(cc4)F,COX-1,5.0
CHEMBL297008,Cc1ccc(n1c2ccccc2)c3ccc(cc3)S(=O)(=O)C,COX-2,7.22
CHEMBL289813,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C=O,COX-2,5.49
CHEMBL43736,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)COc4cccc(c4)Cl,COX-2,7.1
CHEMBL44290,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C(=O)C,COX-2,5.79
CHEMBL43737,Cc1ccc(cc1)n2c(ccc2c3ccc(cc3)S(=O)(=O)C)C,COX-2,7.4
CHEMBL42801,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)CN(C)C,COX-2,4.0
CHEMBL43210,CS(=O)(=O)c1ccc(cc1)c2cccn2c3ccc(cc3)F,COX-2,4.99
CHEMBL44101,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)CO,COX-2,5.41
CHEMBL44152,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)COc4ccc(cc4)Cl,COX-2,7.52
CHEMBL298208,Cc1ccc(n1c2ccc(c(c2)F)F)c3ccc(cc3)S(=O)(=O)C,COX-2,6.6
CHEMBL43002,Cc1ccc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C,COX-2,7.22
CHEMBL42409,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C(=O)C(F)(F)F,COX-2,6.92
CHEMBL43957,CS(=O)(=O)c1ccc(cc1)n2cccc2c3ccc(cc3)F,COX-2,6.29
CHEMBL43366,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C#N,COX-2,6.1266665
CHEMBL43864,Cc1ccc(n1C2CCCCC2)c3ccc(cc3)S(=O)(=O)C,COX-2,6.28
CHEMBL44244,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)S(=O)(=O)C(F)(F)F,COX-2,7.22
CHEMBL44313,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C(=O)c4ccccc4,COX-2,5.99
CHEMBL44362,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)C(C(F)(F)F)O,COX-2,5.84
CHEMBL42085,Cc1ccc(n1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)S(=O)(=O)C,COX-2,7.1
CHEMBL297820,Cc1ccc(n1c2ccc(cc2)C(=O)C)c3ccc(cc3)S(=O)(=O)C,COX-2,5.54
CHEMBL44038,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)CC(F)(F)F,COX-2,6.85
CHEMBL294971,Cc1c(cc(n1c2ccc(cc2)F)c3ccc(cc3)S(=O)(=O)C)COC(=O)C,COX-2,6.33
CHEMBL43755,CN(C)S(=O)(=O)c1ccc(cc1)n2c(ccc2c3ccc(cc3)F)CCC(=O)O,COX-2,5.13
CHEMBL282185,COC(=O)c1cc2cc(ccc2n1C(=O)c3ccc(cc3)Cl)S(=O)(=O)C,COX-2,6.14
CHEMBL144658,CCCCSc1ccccc1OC(=O)C,COX-2,4.47
CHEMBL144547,CCCCC#CCSc1ccccc1OC(=O)CBr,COX-2,4.59
CHEMBL143339,CCCCCCCSc1ccccc1OC(=O)C,COX-2,5.7
CHEMBL345018,CCCCC#CCSc1ccccc1OC(=O)C,COX-2,6.1
CHEMBL357380,CCCCCC#CCSc1ccccc1OC(=O)C,COX-2,5.16
CHEMBL145029,CC(=O)Oc1ccccc1SCCc2ccccc2,COX-2,4.0
CHEMBL358309,CC(=O)Oc1ccccc1SCCCCCBr,COX-2,5.02
CHEMBL144806,CCCCCSc1ccccc1OC(=O)C,COX-2,5.3
CHEMBL144533,CC(=O)Oc1ccccc1SCCCCCCBr,COX-2,4.92
CHEMBL358097,CCCSc1ccccc1OC(=O)C,COX-2,4.18
CHEMBL144920,CCCC#CCSc1ccccc1OC(=O)C,COX-2,5.52
CHEMBL144218,CCCCCCSc1ccccc1OC(=O)C,COX-2,5.46
CHEMBL145180,CC(=O)Oc1ccccc1SCCCCCCI,COX-2,5.0
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,COX-1,4.7733335
